CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,DistrictID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
2505,110043027202502505,202502505,2025-10-16 00:00:00,9067,3027,1004,1,2,104,1007,1,4003,2025-10-15 17:00:00,2025-10-16 01:00:00,2025-10-16 00:00:00,12.980253,77.484615,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
2506,110043027202602506,202602506,2026-02-13 14:00:00,9004,3027,1004,1,2,101,1002,1,4009,2026-02-11 17:00:00,2026-02-12 03:00:00,2026-02-13 14:00:00,12.855551,77.558469,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2507,110053037202602507,202602507,2026-03-11 16:00:00,9014,3037,1005,1,1,104,1007,2,4014,2026-03-11 06:00:00,2026-03-11 16:00:00,2026-03-11 16:00:00,13.096009,77.692119,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
2508,110043032202502508,202502508,2025-01-30 21:00:00,9261,3032,1004,1,2,102,1004,3,4006,2025-01-29 23:00:00,2025-01-30 00:00:00,2025-01-30 21:00:00,13.027296,77.71905,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2509,110023013202502509,202502509,2025-04-04 02:00:00,9078,3013,1002,1,2,101,1001,2,4013,2025-04-02 21:00:00,2025-04-03 02:00:00,2025-04-04 02:00:00,13.027819,77.59942,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
2510,110043028202502510,202502510,2025-07-16 00:00:00,9168,3028,1004,1,1,104,1007,3,4008,2025-07-15 22:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,13.05511,77.572271,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2511,110043025202602511,202602511,2026-03-19 20:00:00,9133,3025,1004,1,2,103,1005,2,4009,2026-03-18 03:00:00,2026-03-18 12:00:00,2026-03-19 20:00:00,12.85975,77.636773,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
2512,110013007202602512,202602512,2026-03-14 18:00:00,9109,3007,1001,1,2,103,1006,2,4007,2026-03-13 01:00:00,2026-03-13 13:00:00,2026-03-14 18:00:00,12.955608,77.576982,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
2513,110033023202502513,202502513,2025-12-01 15:00:00,9400,3023,1003,1,1,102,1003,2,4015,2025-11-30 16:00:00,2025-12-01 03:00:00,2025-12-01 15:00:00,12.943079,77.535678,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
2514,110023012202502514,202502514,2025-04-09 16:00:00,9268,3012,1002,1,1,103,1006,2,4010,2025-04-09 07:00:00,2025-04-09 12:00:00,2025-04-09 16:00:00,13.078251,77.472869,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2515,110053037202502515,202502515,2025-04-08 06:00:00,9034,3037,1005,1,2,102,1004,1,4011,2025-04-06 13:00:00,2025-04-07 01:00:00,2025-04-08 06:00:00,12.893348,77.568782,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2516,110053034202502516,202502516,2025-09-14 08:00:00,9241,3034,1005,1,1,104,1007,2,4002,2025-09-14 05:00:00,2025-09-14 14:00:00,2025-09-14 08:00:00,12.89668,77.723854,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
2517,110013001202602517,202602517,2026-02-06 14:00:00,9316,3001,1001,1,2,103,1006,2,4005,2026-02-06 03:00:00,2026-02-06 05:00:00,2026-02-06 14:00:00,12.855575,77.685971,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2518,110033019202502518,202502518,2025-02-01 16:00:00,9117,3019,1003,1,2,102,1004,3,4006,2025-01-30 16:00:00,2025-01-30 23:00:00,2025-02-01 16:00:00,12.836002,77.493289,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2519,110013004202502519,202502519,2025-04-17 07:00:00,9148,3004,1001,1,2,103,1005,1,4014,2025-04-16 10:00:00,2025-04-16 22:00:00,2025-04-17 07:00:00,13.095264,77.494221,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
2520,110043025202602520,202602520,2026-02-04 10:00:00,9175,3025,1004,1,2,104,1007,3,4009,2026-02-02 18:00:00,2026-02-03 00:00:00,2026-02-04 10:00:00,13.077458,77.597103,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
2521,110023015202502521,202502521,2025-03-07 02:00:00,9311,3015,1002,1,1,101,1002,1,4011,2025-03-06 03:00:00,2025-03-06 08:00:00,2025-03-07 02:00:00,12.857651,77.533126,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
2522,110053038202502522,202502522,2025-05-10 13:00:00,9363,3038,1005,1,1,103,1005,2,4009,2025-05-09 21:00:00,2025-05-10 04:00:00,2025-05-10 13:00:00,13.052201,77.513461,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
2523,110023011202602523,202602523,2026-03-25 19:00:00,9127,3011,1002,1,1,104,1007,2,4001,2026-03-24 15:00:00,2026-03-24 22:00:00,2026-03-25 19:00:00,12.948931,77.496588,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
2524,110033024202502524,202502524,2025-10-23 05:00:00,9357,3024,1003,1,1,101,1001,2,4011,2025-10-23 02:00:00,2025-10-23 08:00:00,2025-10-23 05:00:00,13.052827,77.644902,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
2525,110053036202602525,202602525,2026-02-25 00:00:00,9189,3036,1005,1,2,101,1002,1,4012,2026-02-23 12:00:00,2026-02-23 16:00:00,2026-02-25 00:00:00,13.055241,77.514626,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
2526,110013002202502526,202502526,2025-12-06 03:00:00,9389,3002,1001,1,2,101,1002,3,4014,2025-12-05 09:00:00,2025-12-05 19:00:00,2025-12-06 03:00:00,13.116168,77.473477,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
2527,110043025202502527,202502527,2025-04-21 16:00:00,9065,3025,1004,1,1,103,1005,1,4009,2025-04-20 18:00:00,2025-04-20 20:00:00,2025-04-21 16:00:00,12.951757,77.650415,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
2528,110013001202502528,202502528,2025-03-22 08:00:00,9184,3001,1001,1,2,102,1004,1,4006,2025-03-21 02:00:00,2025-03-21 05:00:00,2025-03-22 08:00:00,13.104811,77.616389,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
2529,110013004202502529,202502529,2025-11-26 22:00:00,9252,3004,1001,1,1,101,1002,1,4011,2025-11-25 11:00:00,2025-11-25 22:00:00,2025-11-26 22:00:00,13.026277,77.507575,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
2530,110013003202502530,202502530,2025-07-12 10:00:00,9351,3003,1001,1,1,104,1007,2,4007,2025-07-11 21:00:00,2025-07-11 22:00:00,2025-07-12 10:00:00,13.06412,77.579923,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
2531,110013002202502531,202502531,2025-04-04 22:00:00,9321,3002,1001,1,2,101,1002,1,4012,2025-04-03 01:00:00,2025-04-03 02:00:00,2025-04-04 22:00:00,12.998434,77.701313,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
2532,110023016202502532,202502532,2025-07-19 02:00:00,9355,3016,1002,1,1,101,1002,2,4010,2025-07-18 17:00:00,2025-07-18 23:00:00,2025-07-19 02:00:00,13.030262,77.693172,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
2533,110033024202502533,202502533,2025-09-28 19:00:00,9358,3024,1003,1,1,103,1006,1,4001,2025-09-28 03:00:00,2025-09-28 09:00:00,2025-09-28 19:00:00,13.083705,77.707288,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
2534,110023016202502534,202502534,2025-07-31 17:00:00,9289,3016,1002,1,2,102,1004,3,4007,2025-07-31 12:00:00,2025-07-31 19:00:00,2025-07-31 17:00:00,13.118579,77.594231,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2535,110013003202502535,202502535,2025-05-23 15:00:00,9248,3003,1001,1,2,101,1001,1,4005,2025-05-21 23:00:00,2025-05-22 07:00:00,2025-05-23 15:00:00,13.06586,77.717305,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2536,110013003202602536,202602536,2026-01-27 00:00:00,9382,3003,1001,1,2,101,1002,3,4004,2026-01-25 12:00:00,2026-01-25 16:00:00,2026-01-27 00:00:00,12.908776,77.575643,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
2537,110033020202602537,202602537,2026-01-17 18:00:00,9256,3020,1003,1,2,101,1002,1,4004,2026-01-17 04:00:00,2026-01-17 10:00:00,2026-01-17 18:00:00,12.892448,77.562669,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
2538,110043031202502538,202502538,2025-02-28 23:00:00,9311,3031,1004,1,1,103,1005,1,4004,2025-02-28 08:00:00,2025-02-28 10:00:00,2025-02-28 23:00:00,13.004703,77.718806,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2539,110013008202502539,202502539,2025-06-07 06:00:00,9132,3008,1001,1,1,104,1007,3,4009,2025-06-05 18:00:00,2025-06-06 03:00:00,2025-06-07 06:00:00,12.972825,77.529615,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
2540,110053035202502540,202502540,2025-08-15 15:00:00,9204,3035,1005,1,1,103,1006,1,4001,2025-08-15 00:00:00,2025-08-15 12:00:00,2025-08-15 15:00:00,12.947653,77.635003,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
2541,110013003202502541,202502541,2025-06-29 20:00:00,9323,3003,1001,1,2,101,1002,3,4010,2025-06-29 16:00:00,2025-06-30 02:00:00,2025-06-29 20:00:00,13.04968,77.469255,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
2542,110013003202502542,202502542,2025-03-09 04:00:00,9221,3003,1001,1,1,103,1006,1,4007,2025-03-07 05:00:00,2025-03-07 11:00:00,2025-03-09 04:00:00,13.015983,77.671034,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
2543,110013008202502543,202502543,2025-01-27 14:00:00,9060,3008,1001,1,2,103,1006,2,4010,2025-01-26 20:00:00,2025-01-26 22:00:00,2025-01-27 14:00:00,12.919143,77.497897,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2544,110033024202502544,202502544,2025-03-21 06:00:00,9128,3024,1003,1,2,103,1006,1,4004,2025-03-20 15:00:00,2025-03-20 20:00:00,2025-03-21 06:00:00,12.892134,77.651761,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2545,110023016202502545,202502545,2025-01-29 05:00:00,9205,3016,1002,1,2,104,1007,2,4005,2025-01-27 13:00:00,2025-01-27 22:00:00,2025-01-29 05:00:00,12.853682,77.45937,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
2546,110043031202502546,202502546,2025-11-28 19:00:00,9235,3031,1004,1,2,103,1005,2,4009,2025-11-26 20:00:00,2025-11-27 00:00:00,2025-11-28 19:00:00,13.092005,77.469408,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
2547,110053038202502547,202502547,2025-02-11 15:00:00,9039,3038,1005,1,1,104,1007,1,4014,2025-02-11 09:00:00,2025-02-11 17:00:00,2025-02-11 15:00:00,12.96749,77.732852,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
2548,110023014202502548,202502548,2025-05-16 11:00:00,9212,3014,1002,1,2,104,1007,2,4011,2025-05-16 01:00:00,2025-05-16 08:00:00,2025-05-16 11:00:00,13.087225,77.65729,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
2549,110053034202502549,202502549,2025-11-04 11:00:00,9034,3034,1005,1,1,102,1003,3,4010,2025-11-03 04:00:00,2025-11-03 09:00:00,2025-11-04 11:00:00,12.940259,77.523739,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2550,110013001202502550,202502550,2025-05-30 04:00:00,9064,3001,1001,1,1,104,1007,3,4010,2025-05-28 09:00:00,2025-05-28 17:00:00,2025-05-30 04:00:00,13.066908,77.649462,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
2551,110053036202602551,202602551,2026-02-13 13:00:00,9151,3036,1005,1,2,102,1004,2,4011,2026-02-11 15:00:00,2026-02-12 00:00:00,2026-02-13 13:00:00,12.987855,77.698473,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2552,110023011202502552,202502552,2025-02-28 21:00:00,9343,3011,1002,1,2,104,1007,1,4007,2025-02-28 08:00:00,2025-02-28 18:00:00,2025-02-28 21:00:00,13.003077,77.508399,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
2553,110033020202502553,202502553,2025-01-19 12:00:00,9327,3020,1003,1,1,103,1006,2,4015,2025-01-17 17:00:00,2025-01-17 18:00:00,2025-01-19 12:00:00,13.064884,77.741021,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
2554,110043032202602554,202602554,2026-02-11 21:00:00,9326,3032,1004,1,2,104,1007,1,4005,2026-02-11 01:00:00,2026-02-11 08:00:00,2026-02-11 21:00:00,12.938586,77.564658,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
2555,110023012202602555,202602555,2026-02-24 19:00:00,9137,3012,1002,1,1,103,1006,2,4007,2026-02-24 13:00:00,2026-02-24 23:00:00,2026-02-24 19:00:00,12.835771,77.456041,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
2556,110043026202602556,202602556,2026-01-13 03:00:00,9210,3026,1004,1,2,102,1004,1,4015,2026-01-12 18:00:00,2026-01-12 19:00:00,2026-01-13 03:00:00,13.060934,77.624486,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
2557,110043030202602557,202602557,2026-03-08 12:00:00,9087,3030,1004,1,2,104,1007,3,4001,2026-03-06 13:00:00,2026-03-06 14:00:00,2026-03-08 12:00:00,12.903756,77.544648,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
2558,110023009202502558,202502558,2025-02-07 00:00:00,9146,3009,1002,1,1,101,1001,1,4015,2025-02-05 13:00:00,2025-02-05 19:00:00,2025-02-07 00:00:00,13.040473,77.660915,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
2559,110023015202502559,202502559,2025-12-16 04:00:00,9366,3015,1002,1,1,102,1004,1,4008,2025-12-15 18:00:00,2025-12-15 22:00:00,2025-12-16 04:00:00,13.087951,77.52881,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
2560,110033023202602560,202602560,2026-01-19 12:00:00,9014,3023,1003,1,1,103,1006,3,4013,2026-01-18 03:00:00,2026-01-18 08:00:00,2026-01-19 12:00:00,12.934351,77.69743,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
2561,110023015202502561,202502561,2025-12-26 03:00:00,9244,3015,1002,1,2,104,1007,1,4008,2025-12-25 18:00:00,2025-12-25 19:00:00,2025-12-26 03:00:00,12.835276,77.481877,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2562,110033023202502562,202502562,2025-08-28 05:00:00,9249,3023,1003,1,1,104,1007,2,4007,2025-08-27 13:00:00,2025-08-27 19:00:00,2025-08-28 05:00:00,12.996826,77.553339,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
2563,110013006202502563,202502563,2025-05-11 18:00:00,9227,3006,1001,1,2,101,1002,2,4001,2025-05-10 02:00:00,2025-05-10 12:00:00,2025-05-11 18:00:00,13.107377,77.611266,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
2564,110033024202502564,202502564,2025-11-28 13:00:00,9070,3024,1003,1,2,103,1005,1,4010,2025-11-28 06:00:00,2025-11-28 10:00:00,2025-11-28 13:00:00,12.997288,77.49666,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
2565,110043029202502565,202502565,2025-06-07 20:00:00,9159,3029,1004,1,1,101,1002,2,4015,2025-06-06 03:00:00,2025-06-06 11:00:00,2025-06-07 20:00:00,12.972367,77.557371,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2566,110053040202602566,202602566,2026-01-24 00:00:00,9046,3040,1005,1,1,103,1006,3,4003,2026-01-22 15:00:00,2026-01-22 22:00:00,2026-01-24 00:00:00,12.896899,77.686167,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2567,110053038202502567,202502567,2025-12-04 20:00:00,9198,3038,1005,1,2,102,1003,1,4007,2025-12-02 20:00:00,2025-12-03 07:00:00,2025-12-04 20:00:00,12.894732,77.524927,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
2568,110053038202502568,202502568,2025-01-27 18:00:00,9119,3038,1005,1,1,104,1007,1,4005,2025-01-26 02:00:00,2025-01-26 08:00:00,2025-01-27 18:00:00,12.832068,77.483956,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
2569,110033020202502569,202502569,2025-06-09 04:00:00,9061,3020,1003,1,2,101,1001,2,4003,2025-06-08 14:00:00,2025-06-08 18:00:00,2025-06-09 04:00:00,13.120019,77.681979,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
2570,110043032202602570,202602570,2026-02-04 06:00:00,9271,3032,1004,1,1,104,1007,2,4012,2026-02-02 22:00:00,2026-02-03 07:00:00,2026-02-04 06:00:00,12.821894,77.681381,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
2571,110033021202502571,202502571,2025-01-21 16:00:00,9118,3021,1003,1,2,104,1007,1,4013,2025-01-19 20:00:00,2025-01-19 21:00:00,2025-01-21 16:00:00,12.900227,77.480907,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
2572,110053040202502572,202502572,2025-11-09 19:00:00,9346,3040,1005,1,2,101,1001,3,4003,2025-11-07 21:00:00,2025-11-08 05:00:00,2025-11-09 19:00:00,12.868969,77.670815,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
2573,110053037202502573,202502573,2025-02-24 13:00:00,9068,3037,1005,1,1,103,1005,3,4006,2025-02-24 11:00:00,2025-02-24 19:00:00,2025-02-24 13:00:00,12.975477,77.714846,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2574,110053033202602574,202602574,2026-01-26 16:00:00,9392,3033,1005,1,1,103,1006,3,4003,2026-01-24 17:00:00,2026-01-25 03:00:00,2026-01-26 16:00:00,13.108415,77.595791,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2575,110053034202602575,202602575,2026-01-13 12:00:00,9356,3034,1005,1,1,103,1005,3,4012,2026-01-12 12:00:00,2026-01-12 19:00:00,2026-01-13 12:00:00,13.05896,77.447936,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
2576,110043032202502576,202502576,2025-09-26 01:00:00,9032,3032,1004,1,2,101,1002,1,4009,2025-09-25 08:00:00,2025-09-25 16:00:00,2025-09-26 01:00:00,13.085907,77.679866,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
2577,110053037202502577,202502577,2025-01-15 06:00:00,9025,3037,1005,1,2,104,1007,3,4007,2025-01-14 19:00:00,2025-01-15 04:00:00,2025-01-15 06:00:00,13.080299,77.567669,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
2578,110033020202602578,202602578,2026-02-12 03:00:00,9279,3020,1003,1,2,103,1006,1,4008,2026-02-10 06:00:00,2026-02-10 08:00:00,2026-02-12 03:00:00,13.040772,77.57146,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2579,110013001202502579,202502579,2025-02-15 18:00:00,9080,3001,1001,1,2,102,1003,1,4013,2025-02-13 18:00:00,2025-02-13 23:00:00,2025-02-15 18:00:00,12.876495,77.511994,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
2580,110013004202502580,202502580,2025-03-08 23:00:00,9218,3004,1001,1,2,102,1004,2,4014,2025-03-07 08:00:00,2025-03-07 11:00:00,2025-03-08 23:00:00,13.068342,77.736342,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
2581,110023010202502581,202502581,2025-05-04 14:00:00,9318,3010,1002,1,1,102,1003,3,4009,2025-05-02 19:00:00,2025-05-03 06:00:00,2025-05-04 14:00:00,12.868018,77.457935,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
2582,110043025202502582,202502582,2025-10-04 18:00:00,9155,3025,1004,1,2,104,1007,2,4014,2025-10-03 11:00:00,2025-10-03 19:00:00,2025-10-04 18:00:00,12.910522,77.742826,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
2583,110033020202502583,202502583,2025-11-12 16:00:00,9108,3020,1003,1,1,102,1003,3,4008,2025-11-11 14:00:00,2025-11-12 00:00:00,2025-11-12 16:00:00,13.105583,77.731748,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2584,110023015202602584,202602584,2026-03-29 22:00:00,9175,3015,1002,1,2,101,1002,3,4003,2026-03-29 12:00:00,2026-03-29 21:00:00,2026-03-29 22:00:00,13.071818,77.662946,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
2585,110053040202502585,202502585,2025-06-23 21:00:00,9089,3040,1005,1,2,101,1002,2,4001,2025-06-23 04:00:00,2025-06-23 13:00:00,2025-06-23 21:00:00,12.964144,77.485217,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
2586,110053033202602586,202602586,2026-02-28 06:00:00,9036,3033,1005,1,2,101,1001,3,4008,2026-02-27 01:00:00,2026-02-27 11:00:00,2026-02-28 06:00:00,12.93566,77.673981,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
2587,110013006202502587,202502587,2025-05-18 21:00:00,9327,3006,1001,1,1,102,1003,1,4012,2025-05-17 18:00:00,2025-05-18 03:00:00,2025-05-18 21:00:00,13.009453,77.447372,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
2588,110033020202502588,202502588,2025-12-19 11:00:00,9034,3020,1003,1,2,102,1003,3,4001,2025-12-17 22:00:00,2025-12-18 04:00:00,2025-12-19 11:00:00,12.971128,77.709938,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
2589,110013003202502589,202502589,2025-06-27 16:00:00,9400,3003,1001,1,2,101,1001,3,4012,2025-06-26 08:00:00,2025-06-26 18:00:00,2025-06-27 16:00:00,13.11959,77.621284,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2590,110013005202502590,202502590,2025-07-30 02:00:00,9395,3005,1001,1,2,101,1002,1,4003,2025-07-29 02:00:00,2025-07-29 11:00:00,2025-07-30 02:00:00,13.05266,77.551488,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2591,110013006202502591,202502591,2025-08-12 18:00:00,9352,3006,1001,1,2,101,1001,2,4007,2025-08-11 04:00:00,2025-08-11 13:00:00,2025-08-12 18:00:00,13.094294,77.657712,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
2592,110033019202502592,202502592,2025-09-03 02:00:00,9046,3019,1003,1,1,102,1003,1,4007,2025-09-02 18:00:00,2025-09-03 01:00:00,2025-09-03 02:00:00,12.884785,77.63475,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
2593,110043030202602593,202602593,2026-03-21 11:00:00,9198,3030,1004,1,2,104,1007,3,4004,2026-03-20 05:00:00,2026-03-20 06:00:00,2026-03-21 11:00:00,12.925034,77.623067,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2594,110053040202502594,202502594,2025-05-04 18:00:00,9296,3040,1005,1,2,102,1003,1,4001,2025-05-04 00:00:00,2025-05-04 08:00:00,2025-05-04 18:00:00,12.877328,77.659516,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
2595,110043031202502595,202502595,2025-08-02 15:00:00,9314,3031,1004,1,1,101,1002,3,4004,2025-08-02 02:00:00,2025-08-02 05:00:00,2025-08-02 15:00:00,12.978257,77.583313,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
2596,110033024202502596,202502596,2025-01-23 04:00:00,9258,3024,1003,1,1,103,1006,2,4015,2025-01-22 11:00:00,2025-01-22 17:00:00,2025-01-23 04:00:00,12.998273,77.54279,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
2597,110013002202602597,202602597,2026-03-08 10:00:00,9080,3002,1001,1,1,103,1006,1,4012,2026-03-07 01:00:00,2026-03-07 02:00:00,2026-03-08 10:00:00,12.893434,77.518756,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
2598,110053037202502598,202502598,2025-12-21 03:00:00,9068,3037,1005,1,2,102,1004,2,4004,2025-12-20 09:00:00,2025-12-20 13:00:00,2025-12-21 03:00:00,13.106484,77.678082,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
2599,110043032202502599,202502599,2025-05-21 00:00:00,9080,3032,1004,1,1,101,1002,2,4015,2025-05-20 01:00:00,2025-05-20 05:00:00,2025-05-21 00:00:00,12.905858,77.698959,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2600,110033020202502600,202502600,2025-12-10 04:00:00,9064,3020,1003,1,1,103,1006,1,4010,2025-12-10 02:00:00,2025-12-10 03:00:00,2025-12-10 04:00:00,12.826664,77.653992,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2601,110013005202502601,202502601,2025-11-23 13:00:00,9010,3005,1001,1,2,102,1004,2,4009,2025-11-22 10:00:00,2025-11-22 18:00:00,2025-11-23 13:00:00,13.033277,77.579624,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
2602,110023013202502602,202502602,2025-08-10 23:00:00,9158,3013,1002,1,2,103,1006,3,4001,2025-08-10 18:00:00,2025-08-11 02:00:00,2025-08-10 23:00:00,12.904833,77.536506,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
2603,110013007202502603,202502603,2025-01-21 04:00:00,9353,3007,1001,1,2,101,1001,1,4012,2025-01-20 23:00:00,2025-01-21 08:00:00,2025-01-21 04:00:00,12.911577,77.486005,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
2604,110023014202502604,202502604,2025-09-10 23:00:00,9364,3014,1002,1,1,101,1001,3,4007,2025-09-10 03:00:00,2025-09-10 14:00:00,2025-09-10 23:00:00,12.996543,77.445184,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
2605,110023012202502605,202502605,2025-08-11 00:00:00,9162,3012,1002,1,1,103,1006,3,4006,2025-08-10 13:00:00,2025-08-10 20:00:00,2025-08-11 00:00:00,12.925242,77.521282,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
2606,110053037202502606,202502606,2025-06-18 23:00:00,9368,3037,1005,1,2,102,1004,2,4007,2025-06-17 12:00:00,2025-06-17 20:00:00,2025-06-18 23:00:00,13.037197,77.627331,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
